custid,retained,created,firstorder,lastorder,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,favday,city
2H4RC9,1,1/27/11,3/7/11,1/17/13,37,51.35135135,0,59.09,0.090909091,0,0,0,Monday,BOM
A7364F,1,12/7/10,12/10/10,12/10/10,45,0,0,52.49,0,0,0,0,Tuesday,DEL
PBK32R,0,3/11/11,5/6/11,8/31/11,0,0,0,77.01,0.111111111,1,0,0,Friday,BOM
7CBQ2W,1,3/24/10,9/30/13,1/6/14,39,20.51282051,10.25641026,38.04,0.091836735,1,0,0,Wednesday,DEL
UNMYM8,1,1/18/10,3/21/11,11/3/13,36,94.44444444,36.11111111,62.29,0.050104384,1,0,0,Monday,DEL
82Q7J6,1,2/17/10,7/21/11,7/21/11,44,4.545454545,2.272727273,55.17,0,0,0,0,Thursday,DEL
GKWDJY,1,8/18/10,2/8/11,9/3/12,46,17.39130435,0,77.39,0.013961606,0,0,0,Wednesday,DEL
GMNSTA,1,3/1/10,8/18/10,12/22/10,46,6.52173913,0,129.75,0.087301587,0,0,0,Friday,DEL
Y9VA4R,0,10/27/10,10/27/10,10/27/10,0,0,0,55.83,0,0,0,0,Thursday,DEL
9P3HVN,0,7/3/09,4/30/10,9/24/10,0,0,0,30.48,0.040816327,0,0,0,Friday,DEL
5PS3UW,0,6/23/10,6/23/10,6/23/10,0,0,0,11.85,0,0,0,0,Wednesday,DEL
TZNPMU,0,5/7/10,5/11/10,5/11/10,0,0,0,74.48,0,0,0,0,Thursday,DEL
BYHM8G,0,5/10/11,6/17/11,6/17/11,0,0,0,25,0,0,0,0,Friday,DEL
EC5ERN,1,4/1/09,3/11/10,3/11/10,47,2.127659574,0,38.44,0,0,0,0,Friday,DEL
K3R5LT,1,1/18/11,4/19/11,2/14/13,37,56.75675676,0,127.05,0.073463268,0,0,0,Tuesday,DEL
WKEJJN,1,2/28/11,3/7/11,3/7/11,45,6.666666667,0,33.74,0,0,0,0,Wednesday,DEL
7MMQEQ,0,12/2/10,2/4/11,2/4/11,0,0,0,150.72,0,0,0,0,Friday,BOM
WVAKEN,1,2/27/10,3/16/11,1/13/14,65,9.230769231,4.615384615,113.24,0.094777563,0,1,1,Tuesday,DEL
K5GVT2,0,5/12/10,3/31/11,4/11/12,0,0,0,148.08,0.055702918,0,0,0,Monday,DEL
ZMZ7DK,0,5/5/10,5/5/10,5/5/10,0,0,0,11.75,0,0,0,0,Thursday,DEL
Z265R8,1,3/27/11,8/17/11,1/15/14,48,100,43.75,79.84,0.068027211,1,1,0,Monday,BOM
T2GYG8,1,3/6/11,7/31/11,8/14/11,45,0,0,97.5,0.142857143,0,0,0,Monday,BOM
M8U3QB,0,11/3/10,11/3/10,12/9/13,0,0,0,58.7,0.011484099,1,0,0,Tuesday,BOM
LXRHC4,0,6/4/09,6/4/09,6/4/09,0,0,0,27.3,0,0,0,0,Thursday,DEL
LNBRUD,1,12/17/09,12/28/09,12/28/09,16,0,0,27.59,0,0,0,0,Tuesday,DEL
XLFBDZ,1,9/12/10,11/6/12,1/13/14,45,15.55555556,2.222222222,102.96,0.069284065,1,0,0,Wednesday,DEL
CQ3US7,1,5/7/10,5/20/10,5/20/10,16,0,0,51.19,0,0,0,0,Thursday,DEL
JKBYXZ,0,7/28/09,2/25/10,11/11/11,0,0,0,71.47,0.041666667,0,0,0,Friday,DEL
EGDX6M,0,2/28/11,3/1/11,3/1/11,0,0,0,50.56,0,0,0,0,Wednesday,BOM
EN4MUH,1,6/17/10,9/23/10,1/5/14,40,75,17.5,107.77,0.086666667,1,0,0,Friday,DEL
Z7ZY9P,1,4/3/11,4/21/11,6/20/11,45,2.222222222,0,72.44,0.05,0,0,0,Monday,BOM
ERXWY7,0,10/28/09,11/4/09,11/18/09,0,0,0,40.64,0.142857143,0,0,0,Thursday,DEL
FA9CFV,0,11/6/10,3/31/11,5/30/13,0,0,0,148.35,0.064475348,1,0,0,Monday,DEL
TGP5A2,0,11/18/10,1/22/11,11/11/12,0,0,0,64.2,0.007587253,0,0,0,Wednesday,DEL
FMY3SW,1,4/21/10,5/9/10,11/5/13,49,4.081632653,2.040816327,81.08,0.011755486,0,0,0,Monday,DEL
SHU2VD,1,11/30/10,12/8/10,12/8/10,16,0,0,15.21,0,0,0,0,Thursday,BOM
H627V9,0,11/16/10,11/16/10,11/16/10,0,0,0,4.49,0,0,0,0,Monday,BOM
WFUZ8U,0,12/3/09,3/8/11,9/27/11,0,0,0,43.8,0.014778325,0,0,0,Friday,DEL
7W8BMP,1,2/6/10,3/6/11,11/4/12,43,30.23255814,4.651162791,74.38,0.009852217,0,0,0,Monday,DEL
QM49AX,0,11/11/09,11/11/09,11/11/09,0,0,0,55.69,0,0,0,0,Friday,DEL
JYRLK2,0,10/20/10,10/26/10,10/16/13,0,0,0,71.65,0.011970534,0,0,0,Thursday,DEL
9UK7YJ,1,3/7/11,3/13/11,11/6/13,48,16.66666667,0,70.13,0.009287926,0,0,0,Monday,DEL
NRB8K8,0,11/30/09,11/30/09,11/30/09,0,0,0,29.59,0,0,0,0,Monday,DEL
US5RN,0,5/3/11,5/8/11,2/2/13,0,0,0,46.69,0.017295597,0,0,0,Wednesday,BOM
4RAFVU,1,4/18/10,3/4/11,2/1/12,18,0,0,67.82,0.02994012,0,0,0,Friday,DEL
GM44U,1,5/2/11,5/19/12,1/4/14,44,59.09090909,29.54545455,57.22,0.033613445,1,0,0,Tuesday,DEL
3KYBN3,1,9/10/09,4/8/10,1/19/14,53,15.09433962,3.773584906,119.3,0.075253256,0,0,0,Monday,DEL
ETK8AW,1,4/4/11,7/12/11,7/12/11,44,4.545454545,0,55.93,0,0,0,0,Friday,DEL
8QBYR7,1,12/4/09,12/18/12,12/18/12,45,0,0,72.81,0,0,0,0,Wednesday,DEL
8Z7CKG,0,11/13/10,12/11/10,12/11/10,0,0,0,48.47,0,0,0,0,Monday,DEL
Q25K8R,1,12/6/10,12/28/10,12/28/10,16,0,0,148.13,0,0,0,0,Tuesday,BOM
UZNQDU,0,3/23/10,3/23/10,4/18/10,0,0,0,70.84,0.076923077,0,0,0,Tuesday,DEL
FPHN67,1,9/11/10,11/12/10,1/31/12,46,15.2173913,13.04347826,111.22,0.017977528,1,0,0,Friday,BOM
FYHVE7,0,10/11/10,3/15/11,5/4/12,0,0,0,27.57,0.043269231,1,0,0,Friday,DEL
SCXMXZ,0,2/1/11,3/17/11,9/10/13,0,0,0,26.32,0.012114537,0,0,0,Thursday,BOM
DWPL92,0,6/24/09,9/27/10,6/23/11,0,0,0,79.75,0.018587361,0,0,0,Monday,DEL
UWY3KK,0,4/17/10,4/17/10,4/17/10,0,0,0,72.54,0,0,0,0,Monday,DEL
UFLLRP,0,1/4/10,1/4/10,10/24/11,0,0,0,64.82,0.027355623,0,0,0,Friday,DEL
MEP6FK,1,5/10/10,5/17/10,8/29/10,18,0,0,43.61,0.038461538,0,0,0,Tuesday,DEL
WVJJ44,1,11/14/10,3/24/11,12/29/13,52,17.30769231,3.846153846,71.13,0.033630069,0,0,0,Thursday,BOM
C3KMVW,1,2/26/11,5/16/11,6/12/11,36,16.66666667,5.555555556,56.77,0.074074074,0,0,0,Tuesday,BOM
8PXJ72,1,3/26/11,4/13/11,5/25/11,47,0,0,70.79,0.095238095,0,0,0,Wednesday,BOM
L2ZNN,1,5/2/11,5/17/11,6/20/11,16,0,0,40.94,0.088235294,0,0,0,Tuesday,DEL
5JR3AY,1,3/6/11,4/13/11,8/11/11,46,17.39130435,6.52173913,82.32,0.041666667,0,0,0,Friday,BOM
TWKFUR,0,9/10/10,7/18/11,7/23/12,0,0,0,72.2,0.005390836,0,0,0,Wednesday,DEL
4PNN56,1,2/18/11,5/29/12,6/19/13,44,40.90909091,4.545454545,89.79,0.015544041,0,0,0,Thursday,DEL
4F3BT2,0,1/3/10,3/28/10,4/19/10,0,0,0,28.62,0.090909091,0,0,0,Monday,DEL
RXKZVE,0,8/31/10,11/4/10,11/4/10,0,0,0,91.63,0,0,0,0,Thursday,DEL
PPDTZE,0,9/1/09,9/1/09,1/29/10,0,0,0,52.38,0.013333333,0,0,0,Thursday,DEL
NX7HYA,1,12/7/10,2/25/11,4/30/12,45,13.33333333,2.222222222,34.95,0.095348837,1,0,0,Tuesday,DEL
9XVFJJ,0,8/30/10,12/15/12,12/18/13,3,0,0,99.89,0.008152174,0,0,0,Wednesday,DEL
FB4PJW,0,9/11/09,12/17/09,12/17/09,0,0,0,121.61,0,0,0,0,Friday,DEL
QL9PSC,1,8/31/10,11/3/10,11/3/10,47,0,0,125.92,0,0,0,0,Thursday,DEL
DWGB2Q,0,9/14/10,9/16/10,9/16/10,0,0,0,14.96,0,0,0,0,Thursday,DEL
STQ4SH,1,5/8/11,5/8/11,5/8/11,42,16.66666667,7.142857143,50.8,0,1,0,0,Friday,BOM
N4VBT7,0,8/5/09,9/16/09,7/5/10,0,0,0,129.44,0.150684932,0,0,0,Tuesday,DEL
W3VPAX,1,11/8/10,1/16/11,11/17/13,53,16.98113208,1.886792453,67.59,0.055984556,0,0,0,Monday,DEL
R6QJPU,1,8/28/08,4/20/09,1/19/14,87,24.13793103,0,223.44,0.132564841,1,1,1,Monday,DEL
7ZCEQN,1,10/22/09,6/28/10,4/2/12,47,6.382978723,4.255319149,81.71,0.007763975,0,0,0,Monday,DEL
YL47UD,1,2/3/10,12/29/10,1/9/14,44,77.27272727,6.818181818,185.46,0.077687444,1,0,1,Monday,DEL
KCASF,1,4/25/11,5/2/11,11/20/13,51,9.803921569,0,115.79,0.009646302,0,0,0,Tuesday,BOM
ZM5BDS,1,2/13/10,4/5/10,8/30/10,41,31.70731707,2.43902439,20.82,0.054421769,0,0,0,Monday,DEL
DJ2QXR,1,9/23/10,10/7/10,11/4/13,41,63.41463415,9.756097561,33.07,0.006227758,0,0,0,Friday,DEL
2BQXSC,1,2/9/10,4/13/10,4/27/10,18,0,0,52.06,0.357142857,0,0,0,Wednesday,DEL
AMT8MV,1,9/1/10,2/14/12,2/14/12,16,0,0,98.3,0,0,0,0,Wednesday,DEL
CXPLJB,1,8/5/10,8/23/10,1/19/14,49,65.30612245,0,59.31,0.047389558,1,0,0,Tuesday,BOM
VUR4L4,1,8/14/08,8/14/08,8/14/08,41,34.14634146,4.87804878,19.68,0,0,0,0,Thursday,DEL
QDG9MY,1,5/3/10,10/17/10,1/2/14,37,72.97297297,8.108108108,106.23,0.05200341,1,0,0,Monday,DEL
CHJN4U,1,11/6/10,11/11/10,4/28/13,45,8.888888889,2.222222222,55.26,0.014460512,0,0,0,Friday,DEL
AZ8E27,0,8/28/10,4/15/13,6/17/13,0,0,0,73.72,0.095238095,0,0,0,Tuesday,DEL
Z54GNQ,1,6/17/10,3/8/11,9/22/13,40,35,10,62.32,0.032292788,0,0,0,Wednesday,DEL
9HMVH7,0,12/13/08,12/13/08,12/13/08,0,0,0,11.25,0,0,0,0,Wednesday,DEL
JYBHXW,0,1/10/10,9/7/10,3/21/12,0,0,0,59.25,0.017825312,0,0,0,Monday,DEL
C9V4MT,1,1/29/11,3/21/11,5/20/11,18,0,0,48.22,0.25,0,0,0,Friday,DEL
88JEZ2,1,4/19/11,9/27/11,4/9/12,29,100,0,50.35,0.015384615,1,0,0,Tuesday,DEL
FB3GAM,1,9/30/10,10/12/11,11/3/13,40,57.5,7.5,90.62,0.009296149,1,0,0,Wednesday,DEL
XZSUKT,1,8/30/10,8/31/10,8/31/10,43,11.62790698,0,83.03,0,0,0,0,Tuesday,BOM
NY4TW3,0,11/3/09,11/4/09,11/4/09,0,0,0,91.1,0,0,0,0,Wednesday,DEL
JS4MBC,1,10/6/10,10/7/10,10/7/10,37,64.86486486,8.108108108,144.31,0,0,0,0,Thursday,DEL
99TK9F,1,6/24/10,2/8/11,10/28/13,38,52.63157895,21.05263158,73.52,0.027190332,0,0,0,Tuesday,DEL
5YZ4UZ,1,3/22/11,4/6/11,4/18/12,46,10.86956522,2.173913043,52.86,0.034391534,0,0,0,Wednesday,BOM
XJSFYQ,0,1/6/11,3/8/11,3/8/11,0,0,0,44.53,0,0,0,0,Wednesday,BOM
3QR9VM,1,9/7/10,12/13/10,6/10/13,49,8.163265306,4.081632653,40.34,0.081318681,1,0,0,Tuesday,DEL
RY25HC,1,7/29/10,2/17/13,1/19/14,52,82.69230769,9.615384615,153.76,0.145833333,1,1,0,Monday,MAA
LCTQVP,1,2/22/11,7/5/11,11/15/12,44,9.090909091,2.272727273,84.37,0.006012024,0,0,0,Thursday,BOM
VGB2M5,0,11/20/10,12/7/10,11/27/12,0,0,0,113.27,0.006934813,0,0,0,Tuesday,BOM
C35J8F,1,1/8/11,1/12/11,11/2/11,38,39.47368421,0,58.94,0.010204082,0,0,0,Wednesday,DEL
YYDXWL,1,11/9/10,10/20/13,11/11/13,33,42.42424242,27.27272727,70.92,0.136363636,0,0,0,Tuesday,MAA
UTPC2U,0,10/8/10,10/8/10,10/8/10,0,0,0,31.64,0,0,0,0,Thursday,BOM
DJREAZ,1,2/6/11,3/5/11,8/26/11,40,32.5,0,126.37,0.011494253,0,0,0,Friday,BOM
7FE5T7,1,2/28/11,7/1/12,1/19/14,60,36.66666667,1.666666667,112.45,0.088183422,1,0,0,Monday,BOM
H3L4LY,0,11/15/10,11/4/11,11/4/11,0,0,0,66.7,0,0,0,0,Friday,BOM
Y22C4M,0,12/4/10,12/6/10,12/6/10,0,0,0,79.47,0,0,0,0,Monday,BOM
RSGREY,0,4/29/10,5/5/11,5/29/12,0,0,0,97.24,0.105128205,0,0,0,Wednesday,DEL
HB9UA9,1,10/25/10,12/12/10,7/11/11,48,4.166666667,2.083333333,51.34,0.018957346,0,0,0,Wednesday,BOM
XSDMCQ,0,3/11/10,3/23/10,3/23/10,0,0,0,10.59,0,0,0,0,Friday,DEL
YZTLRZ,0,9/28/10,5/16/11,5/15/13,1,0,0,71.37,0.020547945,1,0,0,Monday,DEL
HPBZSK,1,7/3/10,12/24/12,12/22/13,45,35.55555556,13.33333333,98.47,0.008264463,0,0,0,Thursday,DEL
NHVUPZ,1,8/5/10,5/17/11,3/15/13,35,71.42857143,0,69.88,0.025449102,1,0,0,Friday,BOM
VFTJAL,1,8/3/10,3/1/11,11/19/13,49,44.89795918,18.36734694,59.24,0.114688129,1,0,0,Wednesday,DEL
BA9WF4,0,9/5/10,3/7/11,3/7/11,0,0,0,102.65,0,0,0,0,Tuesday,DEL
9LGVXN,0,9/30/10,9/3/12,9/3/12,0,0,0,23.7,0,0,0,0,Tuesday,DEL
4E8TGD,0,2/24/10,4/22/10,4/22/10,0,0,0,26.94,0,0,0,0,Thursday,DEL
7PE6AR,1,7/12/10,8/23/11,12/4/13,36,91.66666667,25,92.48,0.027577938,1,0,0,Tuesday,DEL
NJPHTE,1,5/3/10,5/3/10,5/3/10,16,0,0,25.52,0,0,0,0,Friday,DEL
TGWTW8,1,11/24/09,11/29/09,11/29/09,16,0,0,15.48,0,0,0,0,Monday,DEL
M6PGMB,1,4/3/11,4/18/11,1/19/14,46,80.43478261,15.2173913,80.94,0.138033764,1,0,0,Tuesday,DEL
VVH4YT,1,6/17/09,9/11/12,11/5/13,44,18.18181818,4.545454545,62.94,0.014285714,0,0,0,Tuesday,DEL
4HABM2,0,1/4/11,2/24/11,8/29/11,0,0,0,91.45,0.112903226,0,0,0,Tuesday,DEL
HD7NQU,0,8/31/10,8/31/10,10/1/13,0,0,0,36.31,0.00621118,0,0,0,Wednesday,DEL
5D8M6S,1,11/11/09,10/11/13,10/11/13,36,0,0,40.02,0,0,1,0,Monday,DEL
C3D4QG,1,11/24/10,4/9/12,4/9/12,40,10,2.5,52.28,0,0,0,0,Tuesday,BOM
T59R2Q,0,4/3/11,4/6/11,11/17/11,0,0,0,57.52,0.106666667,1,0,0,Thursday,DEL
Y3EBM4,1,12/8/10,9/8/13,9/8/13,37,8.108108108,2.702702703,40.02,0,0,0,0,Tuesday,BOM
HAQYHL,1,9/23/10,1/23/11,11/22/13,50,30,8,77.21,0.022243714,0,0,0,Tuesday,DEL
YDP7LU,1,9/17/09,9/17/09,9/17/09,43,9.302325581,0,25.54,0,0,0,0,Thursday,DEL
78EJ95,1,12/4/09,12/4/09,12/4/09,16,0,0,10.84,0,0,0,0,Monday,DEL
X2K9MM,1,2/10/11,2/21/11,11/16/12,47,4.255319149,2.127659574,143.94,0.014195584,0,0,0,Tuesday,BOM
8KXDU9,0,1/9/10,1/27/10,4/21/11,0,0,0,105.61,0.006681514,0,0,0,Thursday,DEL
GJFZFD,1,7/22/09,7/7/10,1/16/14,44,52.27272727,15.90909091,48.95,0.134212568,1,0,0,Thursday,DEL
3WU4K3,1,11/15/09,1/14/11,3/31/13,44,6.818181818,6.818181818,62.95,0.002478315,0,0,0,Monday,DEL
H5KJWT,1,11/9/10,9/26/13,9/26/13,43,6.976744186,0,63.36,0,0,0,0,Friday,BOM
GJ3JA,1,4/18/11,5/11/11,11/24/13,48,18.75,0,122.32,0.090517241,0,0,0,Friday,DEL
GFJ5ND,0,12/10/10,2/7/11,3/29/12,0,0,0,50.11,0.03125,0,0,0,Tuesday,DEL
3AYRK7,0,6/24/10,6/24/10,6/24/10,0,0,0,64.25,0,0,0,0,Thursday,DEL
76LYZC,0,1/5/10,1/16/10,4/6/10,0,0,0,100.9,0.0875,0,0,0,Tuesday,DEL
YGQ6U8,1,2/9/10,2/9/10,2/9/10,16,0,0,30.6,0,0,0,0,Wednesday,DEL
ECZHGM,1,8/24/10,9/14/10,3/1/12,41,39.02439024,0,41.39,0.011235955,1,0,0,Wednesday,DEL
9W38NT,0,2/4/10,2/4/10,2/4/10,0,0,0,53.17,0,0,0,0,Friday,DEL
FDJN5T,1,4/28/10,11/4/10,11/4/10,43,6.976744186,0,143.08,0,0,0,0,Thursday,DEL
3DFKSX,1,11/16/09,2/15/10,2/15/10,16,0,0,49.66,0,0,0,0,Monday,DEL
HTQWKM,0,4/12/11,4/20/11,4/20/11,0,0,0,34.14,0,0,0,0,Thursday,BOM
QHYLTG,1,5/26/10,5/26/10,1/19/11,46,6.52173913,6.52173913,56.98,0.025210084,0,0,0,Tuesday,DEL
JVU2AH,0,9/29/09,3/3/11,10/8/12,0,0,0,51.73,0.075213675,0,0,0,Tuesday,DEL
4DEM7M,0,6/16/10,3/23/11,11/20/11,18,44.44444444,0,126.18,0.082644628,1,0,0,Thursday,DEL
93KACP,1,5/6/10,5/6/10,10/29/13,39,71.79487179,10.25641026,81.23,0.044025157,1,0,0,Tuesday,DEL
MWGUXQ,1,9/29/10,9/29/10,12/11/13,53,7.547169811,0,81.32,0.011976048,0,0,0,Friday,BOM
8WZ8A8,0,2/6/09,2/10/09,2/10/09,0,0,0,31.92,0,0,0,0,Tuesday,DEL
FMEFZ7,1,11/16/09,2/3/10,11/16/10,18,0,0,247.34,0.115384615,0,0,0,Wednesday,DEL
FFWE4U,1,4/10/09,4/10/09,5/14/09,16,0,0,13,0.058823529,0,0,0,Friday,DEL
Q7ACMY,1,1/6/11,1/6/11,1/6/11,16,0,0,58.46,0,0,0,0,Thursday,BOM
QADEQT,1,8/24/09,1/24/10,1/8/14,51,9.803921569,7.843137255,59.07,0.056055363,0,0,0,Monday,DEL
89SJHQ,1,1/22/11,1/24/13,8/18/13,38,52.63157895,2.631578947,121.99,0.009708738,0,0,0,Thursday,BOM
23PPYZ,1,8/27/10,9/11/10,9/25/10,47,0,0,59.12,0.357142857,0,0,0,Monday,DEL
YUSMJX,1,8/30/10,8/31/10,8/31/10,44,6.818181818,0,92.64,0,0,0,0,Tuesday,DEL
S7DA6V,1,7/7/10,8/23/10,11/26/12,47,0,0,64.18,0.015738499,0,0,0,Monday,DEL
2U2U5N,1,12/28/10,4/20/11,9/10/12,44,11.36363636,2.272727273,115.62,0.043222004,0,0,0,Wednesday,DEL
WJ6TZ6,0,11/17/09,4/21/10,6/5/12,0,0,0,77.14,0.00257732,1,0,0,Thursday,DEL
2MFZ2Z,1,2/2/11,4/19/11,8/20/11,18,0,0,132.15,0.06504065,0,0,0,Tuesday,DEL
NNERCU,0,3/6/11,3/6/11,3/6/11,0,0,0,97.81,0,0,0,0,Monday,BOM
BJHU3P,1,8/26/10,5/23/11,11/5/13,44,34.09090909,2.272727273,85.14,0.013377926,0,0,0,Thursday,DEL
53GLNJ,1,5/19/10,7/8/10,12/26/11,37,48.64864865,2.702702703,75.56,0.029850746,0,0,0,Friday,DEL
CSTPVM,1,11/15/09,12/28/09,7/8/13,41,29.26829268,7.317073171,27.57,0.052018634,1,0,0,Monday,MAA
MZWZKN,1,3/2/10,3/2/10,3/2/10,43,18.60465116,0,68.47,0,0,0,0,Thursday,DEL
YWQWA6,1,12/31/10,9/11/11,9/11/11,44,4.545454545,0,52.77,0,0,0,0,Monday,DEL
CAG6MN,1,2/9/11,2/24/11,5/5/11,45,0,0,71.37,0.042857143,0,0,0,Friday,DEL
SJG6A3,1,4/16/11,11/14/11,11/14/11,46,6.52173913,0,62.41,0,0,0,0,Tuesday,DEL
Z6TXLP,1,1/9/11,1/26/11,5/15/12,47,4.255319149,2.127659574,57.27,0.082105263,0,0,0,Monday,DEL
D5RWWS,1,4/12/10,4/12/10,1/28/12,45,0,0,45.1,0.004573171,0,0,0,Wednesday,DEL
YPFHGG,1,2/8/11,2/27/11,1/6/13,39,51.28205128,2.564102564,94.88,0.098674521,0,0,0,Monday,BOM
MDTUQS,0,9/25/08,10/21/08,12/7/11,12,8.333333333,8.333333333,132.52,0.007880911,0,0,0,Monday,DEL
WNJX5U,1,1/29/11,5/21/11,5/21/11,43,4.651162791,2.325581395,52.23,0,0,0,0,Tuesday,DEL
TJABJC,1,8/25/10,8/30/10,11/16/11,16,0,0,105.81,0.004514673,0,0,0,Tuesday,BOM
9BAVEA,1,9/27/10,12/8/11,10/2/12,47,0,0,91.04,0.023411371,0,0,0,Thursday,DEL
ZF8WH5,1,3/10/11,4/1/11,1/14/14,59,10.16949153,0,72.72,0.031403337,1,0,0,Friday,DEL
SB6CLC,1,1/8/11,1/8/11,1/16/11,16,0,0,84.04,0.25,0,0,0,Monday,DEL
2ZKCEH,0,1/25/11,6/7/11,7/15/12,0,0,0,69.95,0.022277228,0,0,0,Tuesday,DEL
24GUJG,1,4/26/10,4/26/10,4/26/10,43,16.27906977,2.325581395,50.91,0,0,0,0,Monday,DEL
E7V9DV,1,11/3/10,11/3/10,6/8/11,39,0,0,28.98,0.00921659,0,0,0,Wednesday,BOM
ZA5TQ,0,4/21/11,4/21/11,6/1/12,27,3.703703704,0,68.66,0.081081081,0,0,0,Friday,DEL
8K4TCC,0,10/5/10,1/2/11,11/10/13,16,18.75,0,103.12,0.084372004,1,0,0,Monday,DEL
XPTV6X,1,1/30/11,1/31/11,9/28/13,43,32.55813953,11.62790698,54.57,0.012358393,0,0,0,Monday,BOM
KADMSU,1,2/28/11,6/15/12,4/18/13,48,0,0,47.64,0.035830619,0,0,0,Friday,BOM
MEAZEK,1,8/13/10,12/29/10,1/12/14,58,13.79310345,0,139.77,0.082882883,1,0,0,Monday,DEL
U5NTVE,0,12/6/09,2/21/10,2/21/10,0,0,0,26.58,0,0,0,0,Monday,DEL
YWRBS6,0,11/11/09,11/29/09,11/29/09,0,0,0,28.15,0,0,0,0,Monday,DEL
FX4GN2,1,7/19/09,9/3/09,10/7/10,36,72.22222222,2.777777778,22.82,0.035087719,0,0,0,Friday,DEL
MF7VUC,1,8/6/10,10/4/10,4/22/12,44,9.090909091,0,102.35,0.008833922,0,0,0,Tuesday,BOM
Z2HAED,1,2/8/11,2/8/11,2/8/11,45,2.222222222,0,22.14,0,0,0,0,Wednesday,DEL
QUUPMR,0,3/23/10,5/16/10,5/25/10,0,0,0,28.62,0.222222222,0,0,0,Wednesday,DEL
V982NF,1,1/17/11,3/10/11,3/21/11,45,6.666666667,2.222222222,126.96,0.909090909,0,0,0,Tuesday,BOM
PVAMEG,1,10/6/10,12/8/10,12/18/13,50,4,0,38.77,0.019891501,0,0,0,Wednesday,DEL
CPVC3Y,1,2/20/11,10/21/11,5/13/13,47,25.53191489,0,60.74,0.059649123,0,0,0,Tuesday,DEL
KRHPD6,1,1/30/10,5/17/10,1/19/14,52,80.76923077,26.92307692,76.06,0.137751303,1,1,0,Monday,DEL
52HFAG,0,5/4/10,7/13/10,11/17/10,0,0,0,43.47,0.015748031,0,0,0,Wednesday,DEL
VK7KBS,1,7/28/10,7/30/10,7/30/10,43,4.651162791,0,27.37,0,0,0,0,Monday,BOM
7LGUQS,1,11/3/10,5/4/11,11/26/13,52,0,0,103.95,0.023479189,0,0,0,Wednesday,BOM
CTY7YY,0,1/14/11,1/14/11,8/19/13,0,0,0,50.64,0.020042194,0,0,0,Monday,BOM
748JNA,1,12/10/08,2/22/11,11/6/13,48,33.33333333,4.166666667,87.79,0.018218623,0,0,0,Wednesday,DEL
7SFR7,1,4/29/11,5/4/11,11/5/13,45,33.33333333,2.222222222,60.62,0.012008734,0,0,0,Thursday,DEL
9TZ5WZ,0,2/2/10,2/3/10,1/17/12,0,0,0,87.71,0.012622721,0,0,0,Wednesday,DEL
AN8XMH,0,2/25/10,2/25/10,2/25/10,0,0,0,13.3,0,0,0,0,Wednesday,DEL
UPBRGK,1,9/2/10,9/23/10,10/28/10,48,4.166666667,0,57.37,0.171428571,0,0,0,Thursday,DEL
TBV3C6,0,5/17/10,9/6/10,1/28/13,0,0,0,58.97,0.006857143,0,0,0,Monday,DEL
7JU9QH,1,4/13/11,11/16/11,11/16/11,26,50,0,57.64,0,0,0,0,Thursday,BOM
7W7EV2,1,10/2/09,11/13/09,5/14/10,39,5.128205128,0,76.29,0.104395604,0,0,0,Monday,DEL
5XSLXR,0,9/17/09,9/17/09,9/25/12,0,0,0,33.8,0.002717391,0,0,0,Friday,DEL
9JMQYV,0,11/18/10,11/18/10,11/18/10,0,0,0,55.28,0,0,0,0,Thursday,DEL
NHX2Y9,1,3/23/11,4/25/11,1/5/14,47,29.78723404,8.510638298,107.11,0.052738337,1,0,0,Thursday,DEL
TWUHMN,1,8/20/10,1/9/14,1/16/14,46,13.04347826,10.86956522,33.71,0.285714286,0,1,0,Friday,BOM
SR9KYJ,0,2/25/10,5/5/10,8/11/13,26,92.30769231,3.846153846,63.15,0.067001675,0,0,0,Thursday,DEL
QD7ZYV,0,8/19/10,4/28/11,3/26/12,0,0,0,86.3,0.039039039,0,0,0,Friday,DEL
A9WA28,1,10/12/10,7/10/12,8/27/12,47,4.255319149,0,90.27,0.104166667,1,0,0,Monday,BOM
4BZC4N,1,2/6/11,4/14/11,11/6/13,46,28.26086957,6.52173913,101.29,0.027748132,0,0,0,Friday,DEL
EPZ8SJ,0,7/31/10,8/3/10,8/3/10,0,0,0,97.5,0,0,0,0,Wednesday,BOM
PSYJSX,1,5/8/10,5/8/10,5/8/10,16,0,0,15.43,0,0,0,0,Monday,DEL
NYGGM2,1,2/10/11,2/27/11,11/6/13,50,16,8,43.69,0.01525941,1,0,0,Monday,BOM
3NLGQU,1,1/6/11,3/6/11,9/8/11,46,2.173913043,0,111.97,0.032258065,0,0,0,Friday,DEL
P74JTC,1,3/31/11,4/30/11,6/1/11,18,0,0,105.97,0.21875,0,0,0,Monday,BOM
H5D9JB,0,8/27/10,9/29/10,10/7/10,0,0,0,30.61,0.625,0,0,0,Thursday,DEL
NNHR9J,0,1/11/11,5/14/11,5/14/11,0,0,0,51.1,0,0,0,0,Monday,DEL
WADZNQ,1,3/30/11,10/18/13,10/18/13,36,2.777777778,0,46.12,0,0,0,0,Monday,DEL
XNKT29,1,1/12/10,4/17/11,1/14/13,45,13.33333333,2.222222222,94.45,0.017241379,0,0,0,Monday,DEL
XVX7JH,1,3/21/11,3/21/11,4/11/11,16,0,0,73.55,0.095238095,0,0,0,Tuesday,BOM
